Site,Treatment,Plot,Core,Year,Section,Section_length,Top_depth,Bottom_depth,BD,C_percent,N_percent
KBS_MCSE,T1,T1R1,SS1C1,2010,Surface,21,0,21,1.3,0.005597333,0.000548333
KBS_MCSE,T1,T1R1,SS1C2,2010,Surface,20,0,20,1.47,0.005798667,0.000599333
KBS_MCSE,T1,T1R1,SS2C1,2010,Surface,21.5,0,21.5,1.49,0.005927667,0.000612667
KBS_MCSE,T1,T1R1,SS2C2,2010,Surface,24,0,24,1.54,0.006713333,0.000886667
KBS_MCSE,T1,T1R1,SS3C1,2010,Surface,20.5,0,20.5,1.51,0.00602,0.00049
KBS_MCSE,T1,T1R1,SS3C2,2010,Surface,21,0,21,1.43,0.007706333,0.000821667
KBS_MCSE,T1,T1R1,SS4C1,2010,Surface,22,0,22,1.32,0.00745,0.00072
KBS_MCSE,T1,T1R1,SS4C2,2010,Surface,22.5,0,22.5,1.31,0.006166,0.000781333
KBS_MCSE,T1,T1R1,SS5C1,2010,Surface,22,0,22,1.36,0.007612667,0.000767667
KBS_MCSE,T1,T1R1,SS5C2,2010,Surface,25.5,0,25.5,1.4,0.006973333,0.000507
KBS_MCSE,T1,T1R2,SS1C1,2010,Surface,24,0,24,1.47,0.004916667,0.00035
KBS_MCSE,T1,T1R2,SS1C2,2010,Surface,25.5,0,25.5,1.31,0.005936667,0.000613333
KBS_MCSE,T1,T1R2,SS2C1,2010,Surface,26.5,0,26.5,1.28,0.008146667,0.00085
KBS_MCSE,T1,T1R2,SS2C2,2010,Surface,28.5,0,28.5,1.33,0.008543333,0.000866667
KBS_MCSE,T1,T1R2,SS3C1,2010,Surface,23.5,0,23.5,1.38,0.006076,0.000416333
KBS_MCSE,T1,T1R2,SS3C2,2010,Surface,26,0,26,1.39,0.006243333,0.000756667
KBS_MCSE,T1,T1R2,SS4C1,2010,Surface,21,0,21,1.5,0.006457,0.00059
KBS_MCSE,T1,T1R2,SS4C2,2010,Surface,27.5,0,27.5,1.32,0.007553667,0.000769
KBS_MCSE,T1,T1R2,SS5C1,2010,Surface,16.5,0,16.5,1.3,0.008988,0.000945667
KBS_MCSE,T1,T1R2,SS5C2,2010,Surface,16.5,0,16.5,1.45,0.010864333,0.001134
KBS_MCSE,T1,T1R3,SS1C1,2010,Surface,18,0,18,1.4,0.006897667,0.000645667
KBS_MCSE,T1,T1R3,SS1C2,2010,Surface,20,0,20,1.25,0.007286667,0.000833333
KBS_MCSE,T1,T1R3,SS2C1,2010,Surface,23.5,0,23.5,1.53,0.006756667,0.00064
KBS_MCSE,T1,T1R3,SS2C2,2010,Surface,24,0,24,1.55,0.007063333,0.000736667
KBS_MCSE,T1,T1R3,SS3C1,2010,Surface,47,0,47,1.43,0.008001667,0.000862667
KBS_MCSE,T1,T1R3,SS3C2,2010,Surface,54.5,0,54.5,1.34,0.009274667,0.000977667
KBS_MCSE,T1,T1R3,SS4C1,2010,Surface,70.5,0,70.5,1.37,0.009592667,0.000992333
KBS_MCSE,T1,T1R3,SS4C2,2010,Surface,68,0,68,1.34,0.011105333,0.001008333
KBS_MCSE,T1,T1R3,SS5C1,2010,Surface,85.5,0,85.5,1.34,0.010825333,0.001047
KBS_MCSE,T1,T1R3,SS5C2,2010,Surface,78.5,0,78.5,1.35,0.011623333,0.001103333
KBS_MCSE,T1,T1R4,SS1C1,2010,Surface,23,0,23,1.58,0.009402333,0.001196
KBS_MCSE,T1,T1R4,SS1C2,2010,Surface,23.5,0,23.5,1.44,0.007737333,0.001217
KBS_MCSE,T1,T1R4,SS2C1,2010,Surface,22,0,22,1.46,0.006133,0.000617667
KBS_MCSE,T1,T1R4,SS2C2,2010,Surface,21,0,21,1.44,0.008282333,0.000717
KBS_MCSE,T1,T1R4,SS3C1,2010,Surface,20.5,0,20.5,1.57,0.008547333,0.001271
KBS_MCSE,T1,T1R4,SS3C2,2010,Surface,22,0,22,1.41,0.008096667,0.001036667
KBS_MCSE,T1,T1R4,SS4C1,2010,Surface,23.5,0,23.5,1.48,0.007403333,0.000793333
KBS_MCSE,T1,T1R4,SS4C2,2010,Surface,23.5,0,23.5,1.47,0.007396667,0.00084
KBS_MCSE,T1,T1R4,SS5C1,2010,Surface,22,0,22,1.43,0.007136667,0.000893333
KBS_MCSE,T1,T1R4,SS5C2,2010,Surface,23,0,23,1.37,0.007746333,0.000972667
KBS_MCSE,T1,T1R5,SS1C1,2010,Surface,18,0,18,1.57,0.006453333,0.00055
KBS_MCSE,T1,T1R5,SS1C2,2010,Surface,19.5,0,19.5,1.39,0.00769,0.00097
KBS_MCSE,T1,T1R5,SS2C1,2010,Surface,15.5,0,15.5,1.45,0.006334333,0.000851
KBS_MCSE,T1,T1R5,SS2C2,2010,Surface,17.5,0,17.5,1.54,0.008146667,0.000813333
KBS_MCSE,T1,T1R5,SS3C1,2010,Surface,14,0,14,1.53,0.007848667,0.000825667
KBS_MCSE,T1,T1R5,SS3C2,2010,Surface,21,0,21,1.42,0.007072667,0.00085
KBS_MCSE,T1,T1R5,SS4C1,2010,Surface,24,0,24,1.37,0.007404333,0.00095
KBS_MCSE,T1,T1R5,SS4C2,2010,Surface,24,0,24,1.31,0.007617667,0.000802667
KBS_MCSE,T1,T1R5,SS5C1,2010,Surface,22,0,22,1.39,0.008526667,0.001523333
KBS_MCSE,T1,T1R5,SS5C2,2010,Surface,20.5,0,20.5,1.4,0.008634,0.001149
KBS_MCSE,T1,T1R6,SS1C1,2010,Surface,21,0,21,1.33,0.00526,0.000510333
KBS_MCSE,T1,T1R6,SS1C2,2010,Surface,44,0,44,1.67,0.003706667,0.00033
KBS_MCSE,T1,T1R6,SS2C1,2010,Surface,37,0,37,1.4,0.002625,0.00014
KBS_MCSE,T1,T1R6,SS2C2,2010,Surface,25.5,0,25.5,1.58,0.005516667,0.000746
KBS_MCSE,T1,T1R6,SS3C1,2010,Surface,24.5,0,24.5,1.47,0.005623333,0.00061
KBS_MCSE,T1,T1R6,SS3C2,2010,Surface,19.5,0,19.5,1.43,0.003956667,0.0005
KBS_MCSE,T1,T1R6,SS4C1,2010,Surface,28.5,0,28.5,1.62,0.006488667,0.000955667
KBS_MCSE,T1,T1R6,SS4C2,2010,Surface,30,0,30,1.37,0.004165,0.00079
KBS_MCSE,T1,T1R6,SS5C1,2010,Surface,20,0,20,1.55,0.004642,0.000466667
KBS_MCSE,T1,T1R6,SS5C2,2010,Surface,22,0,22,1.65,0.004955,0.000698333
KBS_MCSE,T2,T2R1,SS1C1,2010,Surface,42,0,42,1.33,0.010295333,0.000931333
KBS_MCSE,T2,T2R1,SS1C2,2010,Surface,36.5,0,36.5,1.4,0.009736667,0.00087
KBS_MCSE,T2,T2R1,SS2C1,2010,Surface,20.5,0,20.5,1.68,0.006837333,0.000756
KBS_MCSE,T2,T2R1,SS2C2,2010,Surface,23,0,23,1.59,0.006405,0.000631
KBS_MCSE,T2,T2R1,SS3C1,2010,Surface,18,0,18,1.5,0.009706333,0.000924667
KBS_MCSE,T2,T2R1,SS3C2,2010,Surface,18,0,18,1.58,0.008531,0.000964333
KBS_MCSE,T2,T2R1,SS4C1,2010,Surface,22.5,0,22.5,1.47,0.008307,0.000687
KBS_MCSE,T2,T2R1,SS4C2,2010,Surface,23,0,23,1.3,0.010716667,0.0013
KBS_MCSE,T2,T2R1,SS5C1,2010,Surface,19.5,0,19.5,1.46,0.008229667,0.000613
KBS_MCSE,T2,T2R1,SS5C2,2010,Surface,26,0,26,1.2,0.006761667,0.000608667
KBS_MCSE,T2,T2R2,SS1C1,2010,Surface,22,0,22,1.4,0.006920667,0.000549667
KBS_MCSE,T2,T2R2,SS1C2,2010,Surface,22,0,22,1.6,0.00716,0.000755
KBS_MCSE,T2,T2R2,SS2C1,2010,Surface,19.5,0,19.5,1.13,0.009933,0.000974
KBS_MCSE,T2,T2R2,SS2C2,2010,Surface,16.5,0,16.5,1.4,0.006125667,0.000636
KBS_MCSE,T2,T2R2,SS3C1,2010,Surface,23,0,23,1.47,0.00437,0.00053
KBS_MCSE,T2,T2R2,SS3C2,2010,Surface,24,0,24,1.51,0.006315,0.000875
KBS_MCSE,T2,T2R2,SS4C1,2010,Surface,25.5,0,25.5,1.32,0.008046667,0.00092
KBS_MCSE,T2,T2R2,SS4C2,2010,Surface,23,0,23,1.47,0.008784,0.000776
KBS_MCSE,T2,T2R2,SS5C1,2010,Surface,21.5,0,21.5,1.43,0.007066667,0.00072
KBS_MCSE,T2,T2R2,SS5C2,2010,Surface,20.5,0,20.5,1.38,0.007503333,0.000633333
KBS_MCSE,T2,T2R3,SS1C1,2010,Surface,16.5,0,16.5,1.44,0.008926667,0.000846667
KBS_MCSE,T2,T2R3,SS1C2,2010,Surface,18,0,18,1.49,0.009221333,0.000874667
KBS_MCSE,T2,T2R3,SS2C1,2010,Surface,18,0,18,1.77,0.008733,0.001003333
KBS_MCSE,T2,T2R3,SS2C2,2010,Surface,28.5,0,28.5,1.45,0.006372667,0.000715667
KBS_MCSE,T2,T2R3,SS3C1,2010,Surface,20,0,20,1.42,0.008909667,0.000738333
KBS_MCSE,T2,T2R3,SS3C2,2010,Surface,18,0,18,1.45,0.007816667,0.000863333
KBS_MCSE,T2,T2R3,SS4C1,2010,Surface,6.5,0,6.5,0.57,0.015896333,0.001352333
KBS_MCSE,T2,T2R3,SS4C2,2010,Surface,34,0,34,1.4,0.011485667,0.001153333
KBS_MCSE,T2,T2R3,SS5C1,2010,Surface,32.5,0,32.5,1.3,0.012981,0.001314333
KBS_MCSE,T2,T2R3,SS5C2,2010,Surface,19.5,0,19.5,1.33,0.014287,0.001282333
KBS_MCSE,T2,T2R4,SS1C1,2010,Surface,21,0,21,1.48,0.00907,0.000913333
KBS_MCSE,T2,T2R4,SS1C2,2010,Surface,27,0,27,1.41,0.009859333,0.001085333
KBS_MCSE,T2,T2R4,SS2C1,2010,Surface,23,0,23,1.48,0.007177,0.0006735
KBS_MCSE,T2,T2R4,SS2C2,2010,Surface,24,0,24,1.6,0.006399,0.000963
KBS_MCSE,T2,T2R4,SS3C1,2010,Surface,23,0,23,1.4,0.006383,0.000761667
KBS_MCSE,T2,T2R4,SS3C2,2010,Surface,24,0,24,1.49,0.007045,0.000641333
KBS_MCSE,T2,T2R4,SS4C1,2010,Surface,44,0,44,1.32,0.012173333,0.001241333
KBS_MCSE,T2,T2R4,SS4C2,2010,Surface,54,0,54,1.34,0.011045667,0.001371333
KBS_MCSE,T2,T2R4,SS5C1,2010,Surface,46,0,46,1.33,0.010028333,0.000833667
KBS_MCSE,T2,T2R4,SS5C2,2010,Surface,40.5,0,40.5,1.41,0.00946,0.000715
KBS_MCSE,T2,T2R5,SS1C1,2010,Surface,57.5,0,57.5,1.46,0.005273,0.000503667
KBS_MCSE,T2,T2R5,SS1C2,2010,Surface,31.5,0,31.5,1.51,0.00774,0.001436667
KBS_MCSE,T2,T2R5,SS2C1,2010,Surface,18,0,18,0.92,0.008519333,0.000955667
KBS_MCSE,T2,T2R5,SS2C2,2010,Surface,18,0,18,1.32,0.01542,0.001476667
KBS_MCSE,T2,T2R5,SS3C1,2010,Surface,19,0,19,1.41,0.007392333,0.000932667
KBS_MCSE,T2,T2R5,SS3C2,2010,Surface,18,0,18,1.49,0.007446667,0.000853333
KBS_MCSE,T2,T2R5,SS4C1,2010,Surface,24.5,0,24.5,1.33,0.008009333,0.000832333
KBS_MCSE,T2,T2R5,SS4C2,2010,Surface,22.5,0,22.5,1.4,0.009603333,0.00088
KBS_MCSE,T2,T2R5,SS5C1,2010,Surface,22.5,0,22.5,1.43,0.008461333,0.000791667
KBS_MCSE,T2,T2R5,SS5C2,2010,Surface,21.5,0,21.5,1.45,0.007026667,0.00062
KBS_MCSE,T2,T2R6,SS1C1,2010,Surface,22,0,22,1.38,0.008664,0.000903333
KBS_MCSE,T2,T2R6,SS1C2,2010,Surface,21.5,0,21.5,1.33,0.0077,0.000763333
KBS_MCSE,T2,T2R6,SS2C1,2010,Surface,25.5,0,25.5,1.53,0.007810333,0.000736
KBS_MCSE,T2,T2R6,SS2C2,2010,Surface,27,0,27,1.59,0.007544333,0.001021333
KBS_MCSE,T2,T2R6,SS3C1,2010,Surface,28.5,0,28.5,1.37,0.007836667,0.00112
KBS_MCSE,T2,T2R6,SS3C2,2010,Surface,22.5,0,22.5,1.55,0.007935,0.00121
KBS_MCSE,T2,T2R6,SS4C1,2010,Surface,22,0,22,1.29,0.007244333,0.000751667
KBS_MCSE,T2,T2R6,SS4C2,2010,Surface,22,0,22,1.56,0.007155,0.000655333
KBS_MCSE,T2,T2R6,SS5C1,2010,Surface,24.5,0,24.5,1.52,0.006295667,0.001040667
KBS_MCSE,T2,T2R6,SS5C2,2010,Surface,27.5,0,27.5,1.49,0.007502667,0.000894
KBS_MCSE,T3,T3R1,SS1C1,2010,Surface,41,0,41,1.44,0.006684,0.000852667
KBS_MCSE,T3,T3R1,SS1C2,2010,Surface,32.5,0,32.5,1.41,0.00835,0.000753333
KBS_MCSE,T3,T3R1,SS2C1,2010,Surface,20,0,20,1.4,0.006923667,0.00068
KBS_MCSE,T3,T3R1,SS2C2,2010,Surface,19.5,0,19.5,1.39,0.006222333,0.000641667
KBS_MCSE,T3,T3R1,SS3C1,2010,Surface,26.5,0,26.5,1.55,0.011754,0.001250333
KBS_MCSE,T3,T3R1,SS3C2,2010,Surface,21.5,0,21.5,1.46,0.006763333,0.000926667
KBS_MCSE,T3,T3R1,SS4C1,2010,Surface,36.5,0,36.5,1.44,0.00507,0.000788333
KBS_MCSE,T3,T3R1,SS4C2,2010,Surface,27,0,27,1.42,0.007645667,0.000622
KBS_MCSE,T3,T3R1,SS5C1,2010,Surface,35,0,35,1.51,0.007279333,0.000793667
KBS_MCSE,T3,T3R1,SS5C2,2010,Surface,22.5,0,22.5,1.35,0.008968333,0.000888333
KBS_MCSE,T3,T3R2,SS1C1,2010,Surface,47,0,47,1.48,0.003328,0.000526333
KBS_MCSE,T3,T3R2,SS1C2,2010,Surface,26.5,0,26.5,1.24,0.005036667,0.000566667
KBS_MCSE,T3,T3R2,SS2C1,2010,Surface,27,0,27,1.39,0.001846,0.000282
KBS_MCSE,T3,T3R2,SS2C2,2010,Surface,25,0,25,1.33,0.006554,0.000895333
KBS_MCSE,T3,T3R2,SS3C1,2010,Surface,25,0,25,1.38,0.007442,0.000863
KBS_MCSE,T3,T3R2,SS3C2,2010,Surface,20,0,20,1.35,0.00993,0.000913333
KBS_MCSE,T3,T3R2,SS4C1,2010,Surface,23.5,0,23.5,1.31,0.006027667,0.000756333
KBS_MCSE,T3,T3R2,SS4C2,2010,Surface,46,0,46,1.39,0.005073333,0.000362667
KBS_MCSE,T3,T3R2,SS5C1,2010,Surface,33,0,33,1.33,0.0115,0.001366667
KBS_MCSE,T3,T3R2,SS5C2,2010,Surface,39.5,0,39.5,1.23,0.010816667,0.001143333
KBS_MCSE,T3,T3R3,SS1C2,2010,Surface,47.5,0,47.5,1.33,0.009568667,0.000863333
KBS_MCSE,T3,T3R3,SS2C1,2010,Surface,22,0,22,1.13,0.004625,0.000475
KBS_MCSE,T3,T3R3,SS2C2,2010,Surface,21.5,0,21.5,1.22,0.007510667,0.000860333
KBS_MCSE,T3,T3R3,SS3C1,2010,Surface,38,0,38,1.29,0.011286667,0.001276667
KBS_MCSE,T3,T3R3,SS3C2,2010,Surface,25,0,25,1.19,0.012372333,0.001254333
KBS_MCSE,T3,T3R3,SS4C1,2010,Surface,14.5,0,14.5,1.04,0.010491333,0.000940667
KBS_MCSE,T3,T3R3,SS4C2,2010,Surface,29.5,0,29.5,1.44,0.008267333,0.00081
KBS_MCSE,T3,T3R3,SS5C1,2010,Surface,36,0,36,1.48,0.003938667,0.000488333
KBS_MCSE,T3,T3R3,SS5C2,2010,Surface,19,0,19,1.3,0.007322333,0.000849333
KBS_MCSE,T3,T3R4,SS1C1,2010,Surface,27,0,27,1.3,0.011067333,0.001016667
KBS_MCSE,T3,T3R4,SS1C2,2010,Surface,25,0,25,1.37,0.011169667,0.001202333
KBS_MCSE,T3,T3R4,SS2C1,2010,Surface,29,0,29,1.33,0.008746667,0.001573333
KBS_MCSE,T3,T3R4,SS2C2,2010,Surface,18.5,0,18.5,1.24,0.008207,0.001255333
KBS_MCSE,T3,T3R4,SS3C1,2010,Surface,39,0,39,1.26,0.008614667,0.001200667
KBS_MCSE,T3,T3R4,SS3C2,2010,Surface,33,0,33,1.36,0.008151,0.001023667
KBS_MCSE,T3,T3R4,SS4C1,2010,Surface,22.5,0,22.5,1.4,0.008172667,0.000907
KBS_MCSE,T3,T3R4,SS4C2,2010,Surface,22,0,22,1.23,0.007235,0.001162333
KBS_MCSE,T3,T3R4,SS5C1,2010,Surface,19.5,0,19.5,1.38,0.009361667,0.000877
KBS_MCSE,T3,T3R4,SS5C2,2010,Surface,23.5,0,23.5,1.25,0.010736667,0.001283333
KBS_MCSE,T3,T3R5,SS1C1,2010,Surface,34.5,0,34.5,1.31,0.011153333,0.001413333
KBS_MCSE,T3,T3R5,SS1C2,2010,Surface,37,0,37,1.23,0.012117667,0.001597333
KBS_MCSE,T3,T3R5,SS2C1,2010,Surface,24,0,24,1.36,0.008421,0.000957667
KBS_MCSE,T3,T3R5,SS2C2,2010,Surface,23,0,23,1.32,0.009149,0.001423
KBS_MCSE,T3,T3R5,SS3C1,2010,Surface,26,0,26,1.27,0.009479667,0.001011667
KBS_MCSE,T3,T3R5,SS3C2,2010,Surface,26,0,26,1.34,0.009106333,0.001073
KBS_MCSE,T3,T3R5,SS4C1,2010,Surface,25.5,0,25.5,1.32,0.011517,0.000976
KBS_MCSE,T3,T3R5,SS4C2,2010,Surface,28.5,0,28.5,1.28,0.011377,0.001276333
KBS_MCSE,T3,T3R5,SS5C1,2010,Surface,21.5,0,21.5,1.44,0.009348667,0.001297667
KBS_MCSE,T3,T3R5,SS5C2,2010,Surface,24,0,24,1.42,0.008344,0.000701
KBS_MCSE,T3,T3R6,SS1C1,2010,Surface,43.5,0,43.5,1.34,0.0046495,0.000656667
KBS_MCSE,T3,T3R6,SS1C2,2010,Surface,36,0,36,1.37,0.008094667,0.00072
KBS_MCSE,T3,T3R6,SS2C1,2010,Surface,57,0,57,1.44,0.010312333,0.001368
KBS_MCSE,T3,T3R6,SS2C2,2010,Surface,58.5,0,58.5,1.41,0.008036667,0.000796667
KBS_MCSE,T3,T3R6,SS3C1,2010,Surface,27.5,0,27.5,1.49,0.011613333,0.001233333
KBS_MCSE,T3,T3R6,SS3C2,2010,Surface,30,0,30,1.4,0.008255,0.00117
KBS_MCSE,T3,T3R6,SS4C1,2010,Surface,19,0,19,1.51,0.008673,0.001371667
KBS_MCSE,T3,T3R6,SS4C2,2010,Surface,22,0,22,1.53,0.013993333,0.00142
KBS_MCSE,T3,T3R6,SS5C1,2010,Surface,20.5,0,20.5,1.28,0.008090667,0.000628
KBS_MCSE,T3,T3R6,SS5C2,2010,Surface,22,0,22,1.38,0.009561,0.0009145
KBS_MCSE,T4,T4R1,SS1C1,2010,Surface,20,0,20,1.48,0.008469333,0.000924667
KBS_MCSE,T4,T4R1,SS1C2,2010,Surface,7.5,0,7.5,1.38,0.009298,0.001064333
KBS_MCSE,T4,T4R1,SS2C1,2010,Surface,19.5,0,19.5,1.32,0.009738667,0.000931
KBS_MCSE,T4,T4R1,SS2C2,2010,Surface,29.5,0,29.5,1.38,0.00842,0.000933333
KBS_MCSE,T4,T4R1,SS3C1,2010,Surface,24.5,0,24.5,1.32,0.008373667,0.000918
KBS_MCSE,T4,T4R1,SS3C2,2010,Surface,23,0,23,1.43,0.008090667,0.000823667
KBS_MCSE,T4,T4R1,SS4C1,2010,Surface,19,0,19,1.21,0.016166667,0.001466667
KBS_MCSE,T4,T4R1,SS4C2,2010,Surface,42,0,42,1.3,0.013477667,0.001416
KBS_MCSE,T4,T4R1,SS5C1,2010,Surface,69.5,0,69.5,1.53,0.006466,0.000621333
KBS_MCSE,T4,T4R1,SS5C2,2010,Surface,42,0,42,1.5,0.007188,0.000725667
KBS_MCSE,T4,T4R2,SS1C1,2010,Surface,25,0,25,1.23,0.008760667,0.000909667
KBS_MCSE,T4,T4R2,SS1C2,2010,Surface,25,0,25,1.41,0.00875,0.000906667
KBS_MCSE,T4,T4R2,SS2C1,2010,Surface,26,0,26,1.29,0.007348667,0.000508
KBS_MCSE,T4,T4R2,SS2C2,2010,Surface,24.5,0,24.5,1.44,0.008608667,0.001105667
KBS_MCSE,T4,T4R2,SS3C1,2010,Surface,37,0,37,1.32,0.003116667,0.000396667
KBS_MCSE,T4,T4R2,SS3C2,2010,Surface,36,0,36,1.35,0.00562,0.0007
KBS_MCSE,T4,T4R2,SS4C1,2010,Surface,26.5,0,26.5,1.22,0.009843333,0.000966667
KBS_MCSE,T4,T4R2,SS4C2,2010,Surface,22,0,22,1.37,0.013990667,0.001429333
KBS_MCSE,T4,T4R2,SS5C1,2010,Surface,27,0,27,1.29,0.010187,0.001075
KBS_MCSE,T4,T4R2,SS5C2,2010,Surface,27,0,27,1.38,0.010163333,0.000946667
KBS_MCSE,T4,T4R3,SS1C1,2010,Surface,17.5,0,17.5,1.34,0.01024,0.001073667
KBS_MCSE,T4,T4R3,SS1C2,2010,Surface,23,0,23,1.39,0.009301,0.001021333
KBS_MCSE,T4,T4R3,SS2C1,2010,Surface,15,0,15,1.25,0.011006333,0.001071333
KBS_MCSE,T4,T4R3,SS2C2,2010,Surface,23.5,0,23.5,1.44,0.009485333,0.000839667
KBS_MCSE,T4,T4R3,SS3C1,2010,Surface,19.5,0,19.5,1.26,0.010083333,0.001213333
KBS_MCSE,T4,T4R3,SS3C2,2010,Surface,27,0,27,1.4,0.007443333,0.000627333
KBS_MCSE,T4,T4R3,SS4C1,2010,Surface,28.5,0,28.5,1.26,0.011304333,0.001186667
KBS_MCSE,T4,T4R3,SS4C2,2010,Surface,30.5,0,30.5,1.32,0.010988,0.001095667
KBS_MCSE,T4,T4R3,SS5C1,2010,Surface,23,0,23,1.28,0.009400667,0.001006333
KBS_MCSE,T4,T4R3,SS5C2,2010,Surface,34,0,34,1.27,0.007489333,0.000607
KBS_MCSE,T4,T4R4,SS1C1,2010,Surface,31,0,31,1.44,0.0108,0.001050333
KBS_MCSE,T4,T4R4,SS1C2,2010,Surface,21.5,0,21.5,1.48,0.008997333,0.001141
KBS_MCSE,T4,T4R4,SS2C1,2010,Surface,21,0,21,1.28,0.007904667,0.0008
KBS_MCSE,T4,T4R4,SS2C2,2010,Surface,28.5,0,28.5,1.26,0.009242,0.000995333
KBS_MCSE,T4,T4R4,SS3C1,2010,Surface,13.5,0,13.5,1.3,0.010699,0.000943667
KBS_MCSE,T4,T4R4,SS3C2,2010,Surface,29,0,29,1.39,0.00698,0.000689
KBS_MCSE,T4,T4R4,SS4C1,2010,Surface,28.5,0,28.5,1.38,0.006839,0.000683333
KBS_MCSE,T4,T4R4,SS4C2,2010,Surface,31,0,31,1.35,0.007171667,0.000848
KBS_MCSE,T4,T4R4,SS5C1,2010,Surface,48.5,0,48.5,1.34,0.010203,0.001162667
KBS_MCSE,T4,T4R4,SS5C2,2010,Surface,50.5,0,50.5,1.29,0.011526667,0.001207333
KBS_MCSE,T4,T4R5,SS1C1,2010,Surface,21.5,0,21.5,1.36,0.007898,0.000792667
KBS_MCSE,T4,T4R5,SS1C2,2010,Surface,20,0,20,1.46,0.00777,0.00109
KBS_MCSE,T4,T4R5,SS2C1,2010,Surface,26,0,26,1.43,0.008783333,0.000793333
KBS_MCSE,T4,T4R5,SS2C2,2010,Surface,24.5,0,24.5,1.37,0.00861,0.00118
KBS_MCSE,T4,T4R5,SS3C1,2010,Surface,22,0,22,1.46,0.010362,0.001248667
KBS_MCSE,T4,T4R5,SS3C2,2010,Surface,23,0,23,1.42,0.011367,0.001438
KBS_MCSE,T4,T4R5,SS4C1,2010,Surface,28,0,28,1.32,0.012089667,0.001596333
KBS_MCSE,T4,T4R5,SS4C2,2010,Surface,27,0,27,1.28,0.010389,0.001125667
KBS_MCSE,T4,T4R5,SS5C1,2010,Surface,21,0,21,1.33,0.009480333,0.000959
KBS_MCSE,T4,T4R5,SS5C2,2010,Surface,26,0,26,1.27,0.010217667,0.001114667
KBS_MCSE,T4,T4R6,SS1C1,2010,Surface,23,0,23,1.33,0.008201333,0.001024333
KBS_MCSE,T4,T4R6,SS1C2,2010,Surface,23.5,0,23.5,1.43,0.007853333,0.000809
KBS_MCSE,T4,T4R6,SS2C1,2010,Surface,23,0,23,1.44,0.006603667,0.00073
KBS_MCSE,T4,T4R6,SS2C2,2010,Surface,25,0,25,1.31,0.007838,0.000908667
KBS_MCSE,T4,T4R6,SS3C1,2010,Surface,25,0,25,1.44,0.007053333,0.00086
KBS_MCSE,T4,T4R6,SS3C2,2010,Surface,21,0,21,1.41,0.007880333,0.000977667
KBS_MCSE,T4,T4R6,SS4C1,2010,Surface,46,0,46,1.4,0.00356,0.000596667
KBS_MCSE,T4,T4R6,SS4C2,2010,Surface,25,0,25,1.46,0.007495667,0.000711
KBS_MCSE,T4,T4R6,SS5C1,2010,Surface,26.5,0,26.5,1.53,0.00883,0.000856667
KBS_MCSE,T4,T4R6,SS5C2,2010,Surface,26.5,0,26.5,1.51,0.010606667,0.00088
KBS_MCSE,T1,T1R1,SS1C1,2010,Middle,28,21,49,1.42,0.003153333,0.00062
KBS_MCSE,T1,T1R1,SS1C2,2010,Middle,28,20,48,1.58,0.000864667,0.000107667
KBS_MCSE,T1,T1R1,SS2C1,2010,Middle,32.5,21.5,54,1.53,0.001875,0.000128
KBS_MCSE,T1,T1R1,SS2C2,2010,Middle,14.5,24,38.5,1.64,0.002648333,0.000293
KBS_MCSE,T1,T1R1,SS3C1,2010,Middle,25,20.5,45.5,1.58,0.001501667,0.000302667
KBS_MCSE,T1,T1R1,SS3C2,2010,Middle,29.5,21,50.5,1.52,0.000773,0.00018
KBS_MCSE,T1,T1R1,SS4C1,2010,Middle,45,22,67,1.54,0.000953333,0.0001
KBS_MCSE,T1,T1R1,SS4C2,2010,Middle,34.5,22.5,57,1.46,0.0004605,0.000364667
KBS_MCSE,T1,T1R1,SS5C1,2010,Middle,34,22,56,1.51,0.00134,0.000436667
KBS_MCSE,T1,T1R1,SS5C2,2010,Middle,36,25.5,61.5,1.56,0.00131,0.000295
KBS_MCSE,T1,T1R2,SS1C1,2010,Middle,22,24,46,1.64,0.0016215,0.000363333
KBS_MCSE,T1,T1R2,SS1C2,2010,Middle,33.5,25.5,59,1.57,0.0012025,0.0000275
KBS_MCSE,T1,T1R2,SS2C1,2010,Middle,29,26.5,55.5,1.59,0.002583333,0.000576667
KBS_MCSE,T1,T1R2,SS2C2,2010,Middle,37.5,28.5,66,1.41,0.001903333,0.000403333
KBS_MCSE,T1,T1R2,SS3C1,2010,Middle,30,23.5,53.5,1.55,0.001996667,0.000326
KBS_MCSE,T1,T1R2,SS3C2,2010,Middle,33.5,26,59.5,1.42,0.001036667,0.000266667
KBS_MCSE,T1,T1R2,SS4C1,2010,Middle,41,21,62,1.64,0.001195,0.000361
KBS_MCSE,T1,T1R2,SS4C2,2010,Middle,53,27.5,80.5,1.69,0.00199,0.000543333
KBS_MCSE,T1,T1R2,SS5C1,2010,Middle,23.5,16.5,40,1.54,0.002903,0.000434333
KBS_MCSE,T1,T1R2,SS5C2,2010,Middle,24.5,16.5,41,1.53,0.001736667,0.000483333
KBS_MCSE,T1,T1R3,SS1C1,2010,Middle,19,18,37,1.16,0.001125,0.000186667
KBS_MCSE,T1,T1R3,SS1C2,2010,Middle,22.5,20,42.5,1.52,0.004367,0.000526
KBS_MCSE,T1,T1R3,SS2C1,2010,Middle,30,23.5,53.5,1.56,0.001235,0.00036
